"","Id","Distance","Area","ScaleLength","Lat","Lon","COOP.","CRN","Station","State","Grid","AP...WWTP","Environs","Tmean.trend","Tmax.trend","Tmin.trend"
"24",2,2,4.4388,2.10684598392953,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"25",2,3,6.039,2.45743768995269,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"26",2,4,5.904,2.42981480775799,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"27",2,5,3.8943,1.97339808452324,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"28",2,6,4.1445,2.03580450927883,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"29",2,7,2.4678,1.57092329539033,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"30",2,8,2.1951,1.48158698698389,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"31",2,9,2.9385,1.7142053552594,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"32",2,10,4.3281,2.0804086137103,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"33",2,11,4.392,2.09570990358876,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"34",2,12,3.1599,1.77761075604307,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"35",2,13,3.2733,1.80922635399775,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"36",2,14,7.0272,2.65088664412494,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"37",2,15,6.1452,2.47895139121363,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"38",2,16,6.0039,2.45028569762793,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"39",2,17,3.4029,1.84469509675718,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"40",2,18,2.1078,1.45182643590754,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"41",2,19,3.78,1.94422220952236,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"42",2,20,3.9789,1.99471802518551,30.54667,-87.88083,12813,"4","FAIRHOPE","AL",5,"x","S",0.280665541,-0.23813164,0.121230823
"43",3,1,0.0729,0.27,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"44",3,2,0.1485,0.385356977359954,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"45",3,3,0.5922,0.76954532030284,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"46",3,4,0.1179,0.343365694267788,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"47",3,5,0.0855,0.292403830344269,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"48",3,6,0.0927,0.304466746952767,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"49",3,7,0.1125,0.335410196624968,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"50",3,8,0.117,0.342052627529741,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"51",3,9,0.0648,0.254558441227157,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"52",3,10,0.4419,0.66475559418481,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"53",3,11,0.4041,0.635688603012513,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"54",3,12,0.3213,0.566833308830735,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"55",3,13,0.4842,0.695844810284592,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"56",3,14,0.3978,0.630713881248859,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"57",3,15,0.4887,0.699070811863863,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"58",3,16,1.5723,1.25391387264038,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"59",3,17,1.674,1.29383151917087,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"60",3,18,0.5436,0.73729234364667,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"61",3,19,0.5814,0.76249590162833,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"62",3,20,0.2403,0.490204039151046,32.8347,-88.1341,13160,"4","GAINESVILLE LOCK","AL",5,"x","R",-0.199229413,0.292929933,0.925592094
"63",4,0,0.3663,0.60522723005496,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"64",4,1,0.9855,0.992723526466458,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"65",4,2,1.0908,1.04441371113175,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"66",4,3,0.2574,0.507346035758633,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"67",4,4,0.1773,0.421070065428546,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"68",4,5,0.1764,0.42,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"69",4,6,0.1197,0.345976877840124,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"70",4,7,0.1269,0.356230262611138,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"71",4,8,0.2619,0.511761663276959,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"72",4,9,0.1773,0.421070065428546,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"73",4,10,0.1341,0.366196668472011,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"74",4,11,0.1305,0.361247837363769,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"75",4,12,0.1296,0.36,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"76",4,13,0.1233,0.351140997321589,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"77",4,14,0.126,0.354964786985977,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"78",4,15,0.1242,0.352420203734122,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"79",4,16,0.1404,0.374699879903904,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"80",4,17,0.1602,0.40024992192379,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"81",4,18,0.1656,0.406939798987516,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"82",4,19,0.1593,0.399124040869502,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"83",4,20,0.0882,0.29698484809835,32.70167,-87.58083,13511,"4","GREENSBORO","AL",5,"x","R",0.410530429,0.217109329,0.803680011
"84",5,4,0.2574,0.507346035758633,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"85",5,5,0.1413,0.37589892258425,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"86",5,6,0.1215,0.348568501158667,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"87",5,7,0.1674,0.409145450909576,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"88",5,8,0.2016,0.448998886412873,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"89",5,9,0.1404,0.374699879903904,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"90",5,10,0.2691,0.518748493973717,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"91",5,11,0.3213,0.566833308830735,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"92",5,12,0.3258,0.570788927713213,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"93",5,13,0.2205,0.469574275274956,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"94",5,14,0.369,0.607453701939498,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"95",5,15,0.3762,0.613351449007826,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"96",5,16,0.6453,0.803305670339753,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"97",5,17,1.9413,1.39330542236797,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"98",5,18,1.5858,1.25928551170892,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"99",5,19,1.1664,1.08,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"100",5,20,0.3834,0.619193023216509,31.87,-86.25417,13816,"3","HIGHLAND HOME","AL",5,"x","R",0.190486379,0.121485846,0.113483477
"101",6,0,0.0909,0.301496268633627,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"102",6,1,0.2367,0.486518242206806,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"103",6,2,1.5453,1.24310096130604,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"104",6,3,3.1149,1.76490792960993,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"105",6,4,4.6773,2.16270663752623,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"106",6,5,6.2208,2.49415316289918,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"107",6,6,5.652,2.37739353073907,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"108",6,7,7.2666,2.69566318370823,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"109",6,8,12.1788,3.48981374861181,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"110",6,9,14.0103,3.74303352910443,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"111",6,10,13.9167,3.73050934860107,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"112",6,11,9.3672,3.06058817876564,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"113",6,12,6.8724,2.62152627299442,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"114",6,13,4.8438,2.20086346691475,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"115",6,14,3.3768,1.83760713973363,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"116",6,15,4.2084,2.05143851967345,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"117",6,16,3.6783,1.91788946501095,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"118",6,17,2.772,1.66493243106139,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"119",6,18,2.4246,1.55711271268332,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"120",6,19,2.1231,1.45708613334971,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"121",6,20,0.549,0.740945342113708,34.7441,-87.5997,15749,"3","MUSCLE SHOALS FAA AP","AL",5,"A","S",0.453647617,0.500518055,0.38375524
"122",7,1,0.9108,0.954358423235212,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"123",7,2,3.6405,1.90800943393894,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"124",7,3,5.5602,2.35800763357543,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"125",7,4,6.4404,2.53779431790679,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"126",7,5,3.1563,1.77659787233915,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"127",7,6,2.9142,1.70710280885482,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"128",7,7,1.9476,1.39556440195356,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"129",7,8,1.4292,1.19549153071028,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"130",7,9,1.0107,1.00533576480696,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"131",7,10,1.152,1.0733126291999,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"132",7,11,0.9585,0.979030132324843,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"133",7,12,1.6551,1.28650689854349,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"134",7,13,2.5308,1.59084883002754,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"135",7,14,1.3464,1.16034477634882,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"136",7,15,1.1196,1.0581115253129,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"137",7,16,0.3888,0.623538290724796,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"138",7,17,0.4293,0.655209890035247,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"139",7,18,0.8721,0.933862944976403,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"140",7,19,0.8892,0.942974018730103,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"141",7,20,0.4167,0.6455230437405,34.1736,-86.8133,17157,"3","ST BERNARD","AL",5,"x","R",0.556528317,0.554535854,0.83998725
"142",8,0,0.4095,0.639921870231046,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"143",8,1,1.1052,1.05128492807611,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"144",8,2,2.2824,1.5107613974417,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"145",8,3,2.4948,1.57949358973058,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"146",8,4,4.3866,2.09442116108485,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"147",8,5,4.3389,2.08300264042079,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"148",8,6,0.8469,0.920271699010678,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"149",8,7,0.648,0.804984471899924,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"150",8,8,0.2862,0.53497663500381,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"151",8,9,0.9108,0.954358423235212,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"152",8,10,0.4491,0.67014923711066,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"153",8,11,0.3753,0.612617335699864,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"154",8,12,1.026,1.01291658096805,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"155",8,13,0.3861,0.621369455316239,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"156",8,14,0.2538,0.5037856687124,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"157",8,15,0.2421,0.492036584005702,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"158",8,16,0.2412,0.491121166312347,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"159",8,17,0.2151,0.463788745012209,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"160",8,18,0.2511,0.501098792654702,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"161",8,19,0.4383,0.662042294721417,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"162",8,20,0.1485,0.385356977359954,34.6736,-86.0536,17304,"4","SCOTTSBORO","AL",5,"x","S",0.707608572,0.648907883,0.701562864
"163",9,0,0.7461,0.863770802933278,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"164",9,1,5.0931,2.25678975538263,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"165",9,2,6.1812,2.48620192261208,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"166",9,3,5.1777,2.27545599825617,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"167",9,4,5.5827,2.36277379365863,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"168",9,5,3.0798,1.75493589626516,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"169",9,6,2.6154,1.61721983663323,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"170",9,7,2.9862,1.72806249886976,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"171",9,8,1.611,1.26925174807837,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"172",9,9,0.8496,0.921737489744233,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"173",9,10,0.4221,0.649692234831231,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"174",9,11,0.5832,0.763675323681471,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"175",9,12,0.3213,0.566833308830735,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"176",9,13,0.6795,0.824317899842045,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"177",9,14,1.4049,1.1852847759083,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"178",9,15,0.2529,0.502891638427206,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"179",9,16,0.3294,0.57393379409127,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"180",9,17,0.3195,0.565243310442503,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"181",9,18,0.2808,0.529905651979671,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"182",9,19,0.3069,0.553985559378582,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"183",9,20,0.1458,0.381837661840736,32.41,-87.0153,17366,"4","SELMA","AL",5,"W","S",-0.860755777,-0.662499304,-0.517906023
"184",10,0,0.0306,0.174928556845359,33.4163,-86.135,18024,"4","TALLADEGA","AL",5,"W","S",-0.743004212,-0.776706105,-0.437660645
