"","Id","Distance","Area","ScaleLength","WBAN","LONGITUDE","LATITUDE","NETWORK","OPERATION","STATUS"
"57",3,16,0.7587,0.871033868457479,"03054",-102.77,33.95,"USCRN","Operational","Commissioned"
"58",3,17,0.6993,0.836241591885981,"03054",-102.77,33.95,"USCRN","Operational","Commissioned"
"59",3,18,0.7596,0.871550342780037,"03054",-102.77,33.95,"USCRN","Operational","Commissioned"
"60",3,19,0.8154,0.902995016597545,"03054",-102.77,33.95,"USCRN","Operational","Commissioned"
"61",3,20,0.3456,0.587877538267963,"03054",-102.77,33.95,"USCRN","Operational","Commissioned"
"62",4,2,0.6264,0.791454357496375,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"63",4,3,0.738,0.859069263796581,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"64",4,4,1.2978,1.13921025276285,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"65",4,5,0.7119,0.843741666625514,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"66",4,6,0.3249,0.57,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"67",4,7,0.2997,0.54744862772684,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"68",4,8,0.2997,0.54744862772684,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"69",4,9,0.36,0.6,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"70",4,10,0.8739,0.934826187052973,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"71",4,11,0.81,0.9,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"72",4,12,1.035,1.01734949746879,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"73",4,13,1.9548,1.39814162372773,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"74",4,14,3.4875,1.86748493969831,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"75",4,15,4.2219,2.05472625914013,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"76",4,16,2.5263,1.58943386147395,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"77",4,17,1.5615,1.24959993597951,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"78",4,18,2.2905,1.51343979067553,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"79",4,19,3.8664,1.96631635298087,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"80",4,20,1.62,1.27279220613579,"03055",-101.59,36.59,"USCRN","Operational","Commissioned"
"81",5,7,0.2151,0.463788745012209,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"82",5,8,0.2106,0.458911756223351,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"83",5,9,0.1998,0.44698993277254,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"84",5,10,0.3546,0.595482997238376,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"85",5,11,0.1584,0.397994974842648,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"86",5,12,0.6372,0.798248081739004,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"87",5,13,0.6156,0.784601809837321,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"88",5,14,0.9612,0.980408078302092,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"89",5,15,3.0645,1.75057133530742,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"90",5,16,5.1048,2.25938044605153,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"91",5,17,5.8023,2.4087963799375,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"92",5,18,8.2575,2.8735866091002,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"93",5,19,4.2858,2.07021737989033,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"94",5,20,3.0483,1.74593814323418,"03060",-107.69,38.54,"USCRN","Operational","Commissioned"
"95",6,10,0.0558,0.236220236220354,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"96",6,11,1.2834,1.13287245530995,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"97",6,12,3.6495,1.91036645699196,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"98",6,13,6.0471,2.45908519575878,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"99",6,14,3.3966,1.84298670640892,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"100",6,15,1.4499,1.20411793442337,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"101",6,16,0.6921,0.831925477431723,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"102",6,17,0.5607,0.748799038460921,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"103",6,18,0.2745,0.523927475897189,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"104",6,19,0.7668,0.875671171159585,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"105",6,20,0.3825,0.618465843842649,"03061",-108.5,37.25,"USCRN","Operational","Commissioned"
"106",7,3,0.1764,0.42,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"107",7,4,0.5571,0.746391318277484,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"108",7,5,0.2106,0.458911756223351,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"109",7,6,0.207,0.454972526643093,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"110",7,7,0.3483,0.59016946718718,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"111",7,8,0.2043,0.451995575199581,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"112",7,9,0.3429,0.585576638878294,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"113",7,10,0.5598,0.748197834800395,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"114",7,11,0.6048,0.777688883808943,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"115",7,12,0.3204,0.566038867923396,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"116",7,13,0.4527,0.672829844760174,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"117",7,14,0.4824,0.694550214167413,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"118",7,15,0.9018,0.949631507480665,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"119",7,16,0.5355,0.731778655059028,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"120",7,17,0.4455,0.66745786383861,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"121",7,18,2.9655,1.72206271662794,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"122",7,19,2.7405,1.65544555935857,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"123",7,20,0.9702,0.98498730956292,"03062",-106.52,35.85,"USCRN","Operational","Commissioned"
"124",8,6,0.2718,0.521344415909483,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"125",8,7,0.1755,0.418927201313068,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"126",8,8,0.3924,0.626418390534633,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"127",8,9,0.2556,0.505568986390582,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"128",8,10,0.2205,0.469574275274956,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"129",8,11,0.5139,0.716868188720911,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"130",8,12,0.6507,0.806659779584925,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"131",8,13,0.5283,0.726842486375143,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"132",8,14,0.5508,0.742159012611179,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"133",8,15,0.7047,0.839464114777993,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"134",8,16,0.4302,0.655896333272263,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"135",8,17,0.5229,0.723118247591637,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"136",8,18,0.5193,0.720624728967859,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"137",8,19,0.4869,0.69778220097678,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"138",8,20,0.2934,0.541664102558034,"03063",-103.82,37.86,"USCRN","Operational","Commissioned"
"139",9,9,0.3402,0.583266662856707,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"140",9,10,0.4464,0.668131723539603,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"141",9,11,0.2718,0.521344415909483,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"142",9,12,0.2484,0.498397431775084,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"143",9,13,0.1719,0.414608248832558,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"144",9,14,0.1548,0.39344631145812,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"145",9,15,0.1557,0.394588393138977,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"146",9,16,0.1575,0.396862696659689,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"147",9,17,0.1503,0.387685439499603,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"148",9,18,0.1557,0.394588393138977,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"149",9,19,0.1692,0.411339276024063,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"150",9,20,0.2349,0.484664832642105,"03067",-100.96,38.87,"USCRN","Operational","Commissioned"
"151",10,1,0.1656,0.406939798987516,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"152",10,2,0.126,0.354964786985977,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"153",10,3,0.1098,0.331360830515618,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"154",10,4,0.2043,0.451995575199581,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"155",10,5,0.3186,0.564446631666803,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"156",10,6,0.1917,0.437835585579793,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"157",10,7,0.2232,0.472440472440709,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"158",10,8,0.4914,0.700999286732875,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"159",10,9,1.2771,1.13008849211024,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"160",10,10,0.4149,0.644127316607517,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"161",10,11,0.6705,0.818840643837371,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"162",10,12,0.7272,0.852760224213114,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"163",10,13,0.4734,0.688040696470783,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"164",10,14,0.999,0.999499874937461,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"165",10,15,0.8064,0.897997772825746,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"166",10,16,0.423,0.650384501660364,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"167",10,17,1.1133,1.05513032370414,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"168",10,18,2.2779,1.50927134737263,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"169",10,19,1.0701,1.034456378974,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"170",10,20,0.2655,0.51526692111953,"03072",-100.24,32.04,"USCRN","Operational","Commissioned"
"171",11,13,0.0198,0.140712472794703,"03074",-106.74,32.61,"USCRN","Operational","Commissioned"
"172",11,14,0.0675,0.259807621135332,"03074",-106.74,32.61,"USCRN","Operational","Commissioned"
"173",11,16,0.2097,0.457930125674212,"03074",-106.74,32.61,"USCRN","Operational","Commissioned"
"174",11,17,0.378,0.614817045957576,"03074",-106.74,32.61,"USCRN","Operational","Commissioned"
"175",11,18,0.639,0.799374755668454,"03074",-106.74,32.61,"USCRN","Operational","Commissioned"
"176",11,19,0.801,0.894986033410578,"03074",-106.74,32.61,"USCRN","Operational","Commissioned"
"177",11,20,0.8199,0.905483296367194,"03074",-106.74,32.61,"USCRN","Operational","Commissioned"
"178",12,6,0.3168,0.562849891178812,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"179",12,7,0.1476,0.384187454245971,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"180",12,8,0.1548,0.39344631145812,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"181",12,9,0.18,0.424264068711929,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"182",12,10,0.1683,0.41024382993532,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"183",12,11,0.1575,0.396862696659689,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"184",12,12,0.189,0.434741302385683,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"185",12,13,0.1503,0.387685439499603,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"186",12,14,0.1422,0.377094152699296,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"187",12,15,0.1512,0.388844441904472,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"188",12,16,0.1206,0.347275107083707,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"189",12,17,0.0855,0.292403830344269,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"190",12,18,0.765,0.874642784226795,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"191",12,19,1.251,1.11848111293843,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"192",12,20,0.5463,0.739121099685295,"03728",-79.36,33.15,"USCRN","Operational","Commissioned"
"193",13,1,0.0333,0.182482875908947,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"194",13,2,0.1062,0.325883414736006,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"195",13,10,0.0522,0.228473193175917,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"196",13,11,0.2457,0.495681349255749,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"197",13,12,0.0792,0.281424945589406,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"198",13,13,0.6453,0.803305670339753,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"199",13,14,0.711,0.843208159353312,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"200",13,15,0.6705,0.818840643837371,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"201",13,16,0.4797,0.692603782836912,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"202",13,17,0.432,0.657267069006199,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"203",13,18,0.3546,0.595482997238376,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"204",13,19,0.3123,0.558838080305915,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"205",13,20,0.7668,0.875671171159585,"03733",-79.47,39.01,"USCRN","Operational","Commissioned"
"206",14,3,0.1566,0.395727178748188,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"207",14,4,0.6039,0.777110030819317,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"208",14,5,1.2366,1.11202517957104,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"209",14,6,0.3195,0.565243310442503,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"210",14,7,0.6039,0.777110030819317,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"211",14,8,0.8577,0.926120942425988,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"212",14,9,0.9477,0.973498844375277,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"213",14,10,0.3357,0.579396237474839,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"214",14,11,0.0846,0.29086079144498,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"215",14,12,0.1026,0.320312347560939,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"216",14,13,0.1521,0.39,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"217",14,14,0.0936,0.305941170815567,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"218",14,15,0.4455,0.66745786383861,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"219",14,16,0.144,0.379473319220205,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"220",14,17,0.09,0.3,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"221",14,18,0.0837,0.289309522829789,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"222",14,19,0.0864,0.293938769133981,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"223",14,20,0.0387,0.19672315572906,"03739",-75.92,37.29,"USCRN","Operational","Commissioned"
"224",15,2,0.9,0.948683298050514,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"225",15,3,2.4237,1.55682368943949,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"226",15,4,1.4994,1.22449989791751,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"227",15,5,4.2588,2.06368602263038,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"228",15,6,6.0003,2.4495509792613,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"229",15,7,7.9281,2.81568819296455,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"230",15,8,6.0705,2.46383846873126,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"231",15,9,7.9416,2.81808445579617,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"232",15,10,7.5609,2.74970907552054,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"233",15,11,4.7187,2.17225689088561,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"234",15,12,11.6757,3.41697234404963,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"235",15,13,12.3876,3.51960225025499,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"236",15,14,14.4234,3.79781516137897,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"237",15,15,14.1912,3.76712091656214,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"238",15,16,14.9922,3.87197623959652,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"239",15,17,17.496,4.18282201390401,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"240",15,18,18.8109,4.33715344436878,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"241",15,19,18.585,4.31103235895997,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"242",15,20,5.7447,2.39681038048486,"03758",-79.09,35.97,"USCRN","Operational","Commissioned"
"243",16,1,0.1026,0.320312347560939,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"244",16,2,0.2934,0.541664102558034,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"245",16,3,3.1959,1.78770802985275,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"246",16,4,7.0839,2.66155969311229,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"247",16,5,8.6328,2.93816269120687,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"248",16,6,7.839,2.79982142287682,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"249",16,7,7.6896,2.77301280198992,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"250",16,8,6.0309,2.45578907889094,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"251",16,9,5.0553,2.24839943070621,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"252",16,10,4.8681,2.20637712098363,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"253",16,11,3.3318,1.82532188942115,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"254",16,12,2.4759,1.5734992850332,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"255",16,13,3.0069,1.73404152199421,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"256",16,14,3.8214,1.95484014691739,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"257",16,15,3.7656,1.94051539545555,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"258",16,16,3.8331,1.95783043188117,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"259",16,17,2.133,1.46047937335657,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"260",16,18,0.9981,0.999049548320803,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"261",16,19,1.2114,1.10063617967065,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"262",16,20,0.8775,0.93674969975976,"03759",-78.46,37.99,"USCRN","Operational","Commissioned"
"263",17,1,0.1881,0.433704968844029,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"264",17,2,1.1952,1.09325202949732,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"265",17,3,1.9179,1.38488266651005,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"266",17,4,1.3014,1.14078920050989,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"267",17,5,3.438,1.85418445684349,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"268",17,6,3.6027,1.89807797521598,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"269",17,7,2.1807,1.47671933690868,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"270",17,8,1.7685,1.32984961555809,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"271",17,9,4.6557,2.15770711636218,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"272",17,10,6.0111,2.45175447384113,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"273",17,11,7.9326,2.81648717376806,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"274",17,12,6.7095,2.59027025617019,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"275",17,13,6.5457,2.55845656597879,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"276",17,14,7.8237,2.79708777123636,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"277",17,15,10.0665,3.1727748107926,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
"278",17,16,11.5407,3.39716057907188,"03761",-75.78,39.85,"USCRN","Operational","Commissioned"
