"","Id","Area","ScaleLength","Lat","Lon","COOP.","CRN","Station","State","Grid","AP...WWTP","Environs","Tmean.trend","Tmax.trend","Tmin.trend"
"108",109,17.9847,4.24083718150084,41.7036,-122.6408,49866,"5","YREKA","CA",32,"x","R",0.201613986,0.604476827,-0.205953502
"109",110,167.5719,12.9449565468564,39.9919,-105.2667,50848,"3","BOULDER","CO",18,"x","U",0.233817826,0.214572508,0.224554471
"110",111,47.9745,6.92636268181215,38.4599,-105.2255,51294,"4","CANON CITY","CO",18,"x","S",-0.432639161,-0.065609599,-0.654753222
"111",112,1.2672,1.12569978235762,39.2202,-105.2783,51528,"4","CHEESMAN","CO",18,"x","R",-0.172904208,-0.194044698,-0.075607615
"112",113,11.259,3.3554433388153,38.8178,-102.3608,51564,"1","CHEYENNE WELLS","CO",17,"x","R",0.253005299,0.563811248,0.23980962
"113",114,2.0565,1.43405020832605,39.2425,-107.96306,51741,"4","COLLBRAN","CO",18,"x","R",-0.362732745,-0.221649744,0.094484392
"114",115,18.2295,4.2696018549743,37.6743,-106.3246,52184,"4","DEL NORTE","CO",18,"x","R",-0.139336365,-0.14833613,-0.302068501
"115",116,49.311,7.02217914895369,39.6261,-106.0353,52281,"3","DILLON","CO",18,"x","R",0.184903653,0.393744162,0.069500269
"116",117,24.9768,4.99767946151011,37.28333,-107.88333,52432,"x","DURANGO","CO",18,"x","S",0.896323862,0.997536469,0.357515708
"117",118,10.3023,3.20971961392269,38.4774,-102.7808,52446,"4","EADS","CO",17,"x","R",0.202072433,-0.166946976,0.494333122
"118",119,142.2873,11.9284240367284,40.6147,-105.1313,53005,"4","FORT COLLINS","CO",29,"x","U",0.545983151,0.570716175,0.519778818
"119",120,28.0827,5.29931127600559,40.26,-103.81556,53038,"5","FORT MORGAN","CO",28,"x","R",0.513096003,0.43707082,0.660759853
"120",121,90.405,9.50815439504429,39.16361,-108.75556,53146,"4","FRUITA","CO",18,"x","R",0.369209647,0.417187137,0.391038732
"121",122,11.8215,3.43824082926138,38.5258,-106.9675,53662,"4","GUNNISON","CO",18,"x","R",-0.035002949,-0.269431142,0.231444437
"122",123,6.1821,2.48638291499922,37.7716,-107.1097,53951,"4","HERMIT","CO",18,"x","R",0.621227572,0.641864342,0.651549561
"123",124,13.0644,3.61447091563897,38.0494,-102.1237,54076,"4","HOLLY","CO",17,"x","R",-0.018951671,0.019550726,0.169739893
"124",125,25.3368,5.03356732347944,38.0936,-102.6306,54770,"4","LAMAR","CO",17,"x","R",-0.099617035,0.101413169,-0.232682227
"125",126,11.241,3.35276005702764,38.0635,-103.2152,54834,"5","LAS ANIMAS","CO",17,"x","R",0.201334766,0.171615596,0.336034034
"126",127,21.0078,4.58342666571638,37.1743,-105.9393,55322,"4","MANASSA","CO",18,"x","R",0.67027603,0.458559663,0.999178465
"127",128,41.9085,6.47367747111331,38.4858,-107.8791,55722,"4","MONTROSE #2","CO",18,"x","R",0.211606123,0.32898875,0.101135657
"128",129,32.0454,5.66086565818338,38.0391,-103.6932,57167,"4","ROCKY FORD","CO",17,"x","R",0.36753184,0.749452644,0.036949414
"129",130,9.1053,3.0174989643743,38.0857,-106.1445,57337,"4","SAGUACHE","CO",18,"x","R",1.223073763,0.728273174,1.659922306
"130",131,16.1154,4.01439908330001,40.4883,-106.8233,57936,"4","STEAMBOAT SPRINGS","CO",29,"x","R",0.323403927,0.217036869,0.286332633
"131",132,7.002,2.64612924854399,37.9491,-107.8733,58204,"4","TELLURIDE","CO",18,"x","R",-0.608973338,-0.515414806,-0.696680457
"132",133,19.6641,4.43442217205354,37.1787,-104.487,58429,"3","TRINIDAD","CO",17,"x","R",0.631504944,0.839569529,0.330662776
"133",134,6.2073,2.49144536363935,40.0613,-102.2202,59243,"5","WRAY","CO",28,"x","R",-0.609396521,-1.17440325,0.700248692
"134",135,10.4688,3.23555250305106,41.95,-73.36667,62658,"4","FALLS VILLAGE","CT",22,"x","R",0.303616388,0.11787162,0.370727454
"135",136,160.4214,12.6657569848786,41.35056,-72.03944,63207,"5","GROTON","CT",22,"x","S",0.103916086,-0.301462655,0.509660071
"136",137,557.7894,23.6175654968924,41.12472,-73.5475,67970,"2","STAMFORD","CT",22,"x","U",0.86487622,1.002611108,0.722425812
"137",138,55.8819,7.47541972065783,41.8,-72.25,68138,"3","STORRS","CT",22,"x","S",0.632446248,0.431520432,0.909216628
"138",139,97.497,9.87405691699212,39.25833,-75.51667,72730,"4","DOVER","DE",12,"x","S",0.257766934,-0.053983872,0.589246544
"139",140,50.9535,7.13817203491202,38.81611,-75.57611,73595,"4","GREENWOOD","DE",12,"x","R",-0.021880149,-0.155030345,0.085029364
"140",141,54.3159,7.36993215708259,38.8983,-75.425,75915,"x","MILFORD","DE",12,"x","R",0.594829616,0.366965044,0.897641505
"141",142,329.1408,18.1422380096834,39.6694,-75.7514,76410,"3","NEWARK UNIV FARM","DE",12,"x","U",0.191207137,0.411504717,0.173857138
"142",143,387.4041,19.6825836718658,39.77389,-75.54139,79605,"4","WILMINGTON PORTER RESERVOIR","DE",12,"W","U",0.466389364,0.262059411,0.679132526
"143",144,15.6564,3.95681690251141,29.72583,-85.02056,80211,"1","APALACHICOLA WSO AP","FL",5,"A","R",0.687878469,0.988521263,0.372826109
"144",145,19.2051,4.38236237661835,27.218,-81.8738,80228,"4","ARCADIA","FL",1,"W","R",0.121852315,0.158238082,0.130142772
"145",146,267.6978,16.361473038819,27.89861,-81.84333,80478,"4","BARTOW","FL",1,"x","S",0.073974781,-0.030688211,0.393856054
"146",147,30.5424,5.52651789104134,26.69278,-80.67111,80611,"x","BELLE GLADE EXP STN Now CRN2)","FL",1,"x","S",0.574169035,0.711064931,0.392833249
"147",148,30.2751,5.50228134504225,30.72444,-86.09389,82220,"4","DE FUNIAK SPRINGS","FL",5,"x","R",0.365199808,-0.150025194,0.852323425
"148",149,8.3034,2.88156207637455,25.84889,-81.38972,82850,"4","EVERGLADES","FL",1,"x","R",0.301446367,0.252057205,0.500157707
"149",150,83.1294,9.11753256095091,29.755,-81.5389,82915,"4","FEDERAL POINT","FL",1,"x","R",0.574169035,0.711064931,0.392833249
"150",151,97.5015,9.87428478422615,30.65889,-81.46361,82944,"4","FERNANDINA BEACH","FL",4,"W","R",0.4445301,0.238482213,0.459186747
"151",152,801.324,28.3076668060086,26.10194,-80.20111,83163,"4","FORT LAUDERDALE","FL",1,"W","U",0.252265682,0.163067771,0.334740256
"152",153,544.6197,23.3370885073524,26.585,-81.8614,83186,"4","FORT MYERS FAA AP","FL",1,"A","U",0.21012003,0.130196811,0.286628578
"153",154,253.4418,15.9198555269826,27.46222,-80.35389,83207,"4","FORT PIERCE","FL",1,"W","S",0.130576817,-0.057031006,0.284119174
"154",155,135.0756,11.6222028892977,28.8031,-82.3125,84289,"4","INVERNESS","FL",1,"W","R",-0.348504084,0.039588253,-0.531976876
"155",156,22.9104,4.78648096204299,24.555,-81.75222,84570,"4","KEY WEST WSO AP","FL",1,"A","S",0.106064866,0.150921926,0.060018239
"156",157,72.072,8.48952295479552,30.18528,-82.59417,84731,"4","LAKE CITY","FL",4,"x","R",0.282811291,0.132532606,0.476106766
"157",158,18.099,4.25429195048953,30.45167,-83.41194,85275,"4","MADISON","FL",4,"W","R",-0.052303945,-0.024622852,-0.077495443
"158",159,332.7309,18.240912806107,29.08028,-82.07778,86414,"3","OCALA","FL",1,"W","S",0.359541748,0.126454382,0.678051311
"159",160,330.1722,18.1706411554463,30.47806,-87.18694,86997,"2","PENSACOLA FAA AP","FL",5,"A","U",0.309490965,0.313627717,0.286777119
"160",161,387.1107,19.6751289703524,25.58194,-80.43611,87020,"3","PERRINE (Now CRN4)","FL",1,"x","U",0.105168692,-0.022731258,0.228572754
"161",162,110.2518,10.5000857139359,28.3378,-82.26,87851,"4","SAINT LEO","FL",1,"x","R",0.271750075,0.135482915,0.428273195
"162",163,181.3698,13.4673605431799,30.39306,-84.35333,88758,"2","TALLAHASSEE WSO AP","FL",4,"A","U",0.349379813,0.266181934,0.439874277
"163",164,319.2174,17.8666560945242,28.15,-82.75,88824,"4","TARPON SPRINGS SEWAGE PLANT","FL",1,"W","S",0.310609105,0.158136701,0.532453825
"164",165,104.58,10.2264363294356,28.62417,-80.81583,88942,"5","CHESTNUT HILL","FL",1,"x","U",0.30678194,0.093444426,0.868034305
"165",166,133.9623,11.5742083962576,31.53389,-84.14889,90140,"x","ALBANY (Now CRN4)","GA",4,"W","U",0.559535833,0.097100034,0.97600308
"166",167,34.8696,5.90504868735221,30.82278,-84.6175,90586,"4","BAINBRIDGE INT PAPER","GA",4,"x","R",1.152450061,1.073578056,1.002398358
"167",168,8.6517,2.94137722844249,31.38111,-84.95083,90979,"x","BLAKELY","GA",4,"x","R",0.034717271,0.592806928,-0.407363106
"168",169,74.6478,8.63989583270539,31.1681,-81.5022,91340,"4","BRUNSWICK","GA",4,"W","S",0.342302336,0.188080499,0.636999084
"169",170,130.6449,11.43,33.595,-83.91417,92318,"4","COVINGTON","GA",4,"x","S",0.078540781,0.219997057,-0.043938888
"170",171,17.8047,4.21956158860136,34.52861,-84.00472,92475,"x","DAHLONEGA","GA",4,"x","R",0.0300828,0.687891173,-0.479953592
"171",172,16.8183,4.10101207020901,32.2003,-83.2058,92966,"4","EASTMAN","GA",4,"x","R",-0.007462105,0.097387815,-0.000765757
"172",173,167.9553,12.9597569421652,34.3006,-83.86,93621,"4","GAINESVILLE","GA",4,"x","S",0.413725,0.561425246,0.35558421
"173",174,7.164,2.67656496278346,31.93361,-81.9275,93754,"4","GLENNVILLE","GA",4,"x","R",-0.524249132,-0.513142184,-0.537964398
"174",175,10.8783,3.29822679632556,33.2843,-83.4681,94170,"4","HAWKINSVILLE","GA",4,"x","R",-0.220404063,-0.656316699,0.63832939
"175",176,33.7626,5.81055935345299,33.0831,-83.2498,95874,"4","MILLEDGEVILLE","GA",4,"x","S",0.839937589,0.360782908,1.191153461
"176",177,7.6599,2.76765243482631,32.87028,-81.96722,95882,"x","MILLEN (closed, history uncertain)","GA",4,"x","R",-0.181482321,-0.263281655,0.168144779
"177",178,105.561,10.2742882965196,33.4277,-84.7762,96335,"4","NEWNAN","GA",4,"x","R",0.309342727,-0.152786508,0.635420062
"178",179,12.618,3.55218242774776,30.78361,-83.56917,97276,"3","QUITMAN","GA",4,"x","R",-0.493480128,-0.754347006,-0.070794976
"179",180,80.4195,8.96769201076843,34.24528,-85.15139,97600,"4","ROME","GA",5,"x","S",0.591375986,0.378254197,0.712402509
"180",181,233.9127,15.2942047848196,32.01667,-81.13333,97847,"1","SAVANNAH WSO AP","GA",4,"A","U",0.051725365,0.16575145,-0.061499103
"181",182,11.5263,3.3950405004948,32.6856,-84.5192,98535,"3","TALBOTTON","GA",4,"x","R",-0.217373813,-0.532721912,0.236770748
"182",183,42.8166,6.54343946254567,31.44611,-83.47667,98703,"4","TIFTON EXP STN","GA",4,"W","S",0.244333479,0.21644839,0.209433858
"183",184,30.0807,5.48458749588335,34.5791,-83.3302,98740,"3","TOCCOA","GA",4,"x","R",0.27967847,0.116695874,0.383585539
"184",185,32.3136,5.68450525551697,33.4067,-82.6344,99141,"3","WARRENTON","GA",4,"x","R",0.125541994,0.066903471,0.258772556
"185",186,11.4021,3.37669957206738,33.7264,-82.7059,99157,"3","WASHINGTON","GA",4,"x","R",0.139301721,-0.095657404,0.409046568
"186",187,68.0373,8.24847258587916,31.2514,-82.3128,99186,"3","WAYCROSS","GA",4,"x","S",0.570794817,0.153555672,0.923958392
"187",188,46.1997,6.79703611878001,32.8694,-85.1892,99291,"4","WEST POINT","GA",5,"x","R",0.133186349,-0.203635957,0.541104023
"188",189,13.959,3.73617451412538,42.9536,-112.8253,100010,"2","ABERDEEN EXPERIMENT STATION","ID",30,"x","R",0.081504815,0.475555201,-0.206733779
"189",190,22.7511,4.76981131702293,43.5936,-115.9237,100448,"3","ARROWROCK DAM","ID",31,"x","R",1.468499426,1.715359775,1.360802924
"190",191,3.1743,1.78165653255615,44.0424,-111.2739,100470,"x","ASHTON","ID",30,"x","R",0.404803071,0.364222832,0.273898795
